isbn|name|category|writer|publisher|first_pub_date|page_count
9789754058765|Büyücü ve Cam Küre - Kara Kule Serisi 4.Kitap|Roman|Stephen King|Altın Kitaplar|2010|800
9789753443807|Musa Dağ'da Kırk Gün|Roman|Franz Werfel|Belge Yayınları|1998|774
9789755100876|Yaralısın|Roman|Erdal Öz|Can Yayınları|1998|272
9786053325161|Ölümcül Yumurtalar|Roman|Mihayl Afanasyeviç Bulgakov|İş Bankası Kültür Yayınları|2015|136
9789944122146|Alnında Mavi Kuşlar|Roman|Aysel Özakın|Yordam Kitap|2007|192
9789753631204|Franny ve Zooey|Roman|Jerome David Salinger|Yapı Kredi Yayınları|2000|156
9786051417820|Ağaç Diken Adam|Roman|Jean Giono|Everest Yayınları|2014|60
9786053609940|Üç Ölüm - Hasan Ali Yücel Klasikleri|Roman|Lev Nikolayeviç Tolstoy|İş Bankası Kültür Yayınları|2013|116
9789759997212|Kırık Çömlek Parçası|Roman|Linda Sue Park|Beyaz Balina Yayınları|2014|168
9786050940350|Huzursuzluk|Roman|Zülfü Livaneli|Doğan Kitap|2017|160
9789750840876|Taksitle Ölüm|Roman|Louis Ferdinand Celine|Yapı Kredi Yayınları|2017|544
9786051714813|Yok Oluş|Roman|Jeff Vandermeer|Alfa Yayıncılık|2017|232
9789755102696|Ay Sarayı|Roman|Paul Auster|Can Yayınları|1991|302
9789750514524|Yeraltından Notlar|Roman|Fyodor Mihayloviç Dostoyevski|İletişim Yayıncılık|2014|216
9789752120488|Kan ve Kum|Roman|Nick Shadow|Altın Kitaplar|2015|112
9789752105126|Kanatsız Kuşlar|Roman|Louis de Bernieres|Altın Kitaplar|2004|656
9786059158589|Yedinci Gün|Roman|Yu Hua|Alabanda|2016|216
9786059232449|Kore'deki Çatı Katımdan Sesleniyorum|Roman|Didem Duygu Demir|Ephesus Yayınları|2016|378
9789752892866|Rukas|Roman|İsmail Güzelsoy|Everest Yayınları|2006|200
9789755705989|Eylülün Gölgesinde Bir Yazdı|Roman|Ferit Edgü|Sel Yayıncılık|2012|110
9786050935370|Havva'nın Üç Kızı|Roman|Elif Şafak|Doğan Kitap|2016|424
9786053111320|Furkan Allah'a Emanet Ol|Roman|Kahraman Tazeoğlu|Destek Yayınları|2016|136
9786052981801|Sıfır|Roman|Onur Caymaz|Kırmızı Kedi|2017|600
9786051734750|Sana Not Bıraktım - Bir Anne Kız Hikayesi|Roman|Alice Kuipers|Epsilon Yayınevi|2018|232
9786051710686|Saklambaç-Bir Dedektif John Rebus Polisiyesi 2|Roman|Ian Rankin|Alfa Yayıncılık|2018|310
9786052983591|Dönüş|Roman|Alberto Manguel|Kırmızı Kedi|2018|88
9786051716732|Bay Uzay Gemisi-Toplu Öyküler 1.Cilt|Roman|Philip K. Dick|Alfa Yayıncılık|2018|600
9786052134085|Yakıcı Sır|Roman|Stefan Zweig|Tutku Yayınevi|2018|112
9786050950335|Hasat|Roman|Tess Gerritsen|Doğan Kitap|2018|408
9786052032077|Beyaz Zambaklar Ülkesinde|Roman|Grigoriy Petrov|Kaldırım|2018|120
9786052318201|Üç Kırık Dal|Roman|İdris Baluken|Dipnot|2018|294
9789750523601|Dünyadan Aşağı|Roman|Gaye Boralıoğlu|İletişim Yayıncılık|2018|274
9786059127349|Metro 2033|Roman|Dmitry Glukhovsky|Panama Yayıncılık|2015|600
9789750732065|Seksek|Roman|Julio Cortazar|Can Yayınları|2016|752
9786053755548|Yıldız Gemisi Askerleri|Roman|Robert A. Heinlein|İthaki Yayınları|2016|308
9786055358303|Aşkın Kollarında|Roman|Julianne MacLean|Ephesus Yayınları|2013|374
9789944888059|Aforizmalar|Roman|Franz Kafka|İş Bankası Kültür Yayınları|2010|109
9789753422352|Kırmızı Kitap|Roman|Engin Geçtan|Metis Yayıncılık|2016|208
9789753296458|Kıskanmak|Roman|Nahid Sırrı Örik|Oğlak Yayıncılık|1994|248
9789759914615|Kızıl Nehirler|Roman|Jean-Christophe Grange|Doğan Kitap|2002|405
9789944821094|Alacakaranlık - Alacakaranlık serisi 1.Kitap|Roman|Stephenie Meyer|Epsilon Yayınevi|2008|400
9789752894532|Nefes Nefese|Roman|Ayşe Kulin|Everest Yayınları|2007|372
9789753420631|Göçmüş Kediler Bahçesi|Roman|Bilge Karasu|Metis Yayıncılık|2007|230
9786053605409|Akıl Çağı - Hasan Ali Yücel Klasikleri|Roman|Thomas Paine|İş Bankası Kültür Yayınları|2012|184
9789757076209|Hayyam-Yıldızların Efendisi|Roman|Harold Lamb|Yurt Kitap Yayın|1999|336
9786053754367|Sonbahar Ülkesi|Roman|Ray Bradbury|İthaki Yayınları|2015|416
9789944889858|Ölü Canlar - Hasan Ali Yücel Klasikleri|Roman|Nikolay Vasilyeviç Gogol|İş Bankası Kültür Yayınları|2010|484
9789752104372|Üç'ün Çekilişi - Kara Kule Serisi 2.Kitap|Roman|Stephen King|Altın Kitaplar|2004|480
9789752891777|Kayıp Romanlar|Roman|Vedat Türkali|Everest Yayınları|2004|631
9789750723377|İncir Tarihi|Roman|Faruk Duman|Can Yayınları|2010|344
9789752102170|Rüya Avcısı|Roman|Stephen King|Altın Kitaplar|2015|544
9789753710558|Atsız - Bozkurtlar Diriliyor|Roman|Hüseyin Nihal Atsız|İrfan Yayıncılık|1997|221
9789750505850|Bir Süre Yere Paralel Gittikten Sonra|Roman|Barış Bıçakçı|İletişim Yayıncılık|2008|136
9789758607273|Dr. Moreau'nun Adası|Roman|H. G. Wells|İthaki Yayınları|2000|160
9786050934694|Lontano|Roman|Jean-Christophe Grange|Doğan Kitap|2016|656
9786052019313|Alt Dünya Seçilmişler|Roman|Engin Eser|Bilgeoğuz Yayınları|2018|88
9786054820658|Babam Giderken|Roman|Alberto Barrera Tyszka|Kafka|2018|172
9786051852867|Benim Olağanüstü Akıllı Arkadaşım-Napoli Romanları 1.Kitap-Midi Boy|Roman|Elena Ferrante|Everest Yayınları|2018|408
9786053114796|Mükemmeli Arayan Kadın|Roman|Emre Alkin|Destek Yayınları|2018|160
9786051852980|Madam Floridis Dönmeyebilir|Roman|Mario Levi|Everest Yayınları|2018|175
9786056813153|Kız Kulesi'ne Gülümserken|Roman|Barkın Arslan|Cenova|2018|0
9786052956236|Taaşşuk-ı Talat ve Fitnat-Günümüz Türkçesiyle|Roman|Şemseddin Sami|İş Bankası Kültür Yayınları|2018|116
9786053757597|Değiştirilmiş Karbon|Roman|Richard K. Morgan|İthaki Yayınları|2018|496
9789753900584|Günlerin Köpüğü|Roman|Boris Vian|E Yayınları|2000|256
9786051417301|Bir Düğün Gecesi - Dar Zamanlar 2|Roman|Adalet Ağaoğlu|Everest Yayınları|2014|380
9786051117218|Sınırın Güneyinde Güneşin Batısında|Roman|Haruki Murakami|Doğan Kitap|2007|187
9786056501937|Hızlandıkça Azalıyorum|Roman|Kjersti Skomsvold|Jaguar Kitap|2013|132
9789755707600|Tespih Ağacının Gölgesinde|Roman|Harper Lee|Sel Yayıncılık|2015|240
9789754340457|Bir Delinin Hatıra Defteri|Roman|Nikolay Vasilyeviç Gogol|Varlık Yayınları|2016|101
9789751001054|Tanrı Misafiri|Roman|Reşat Nuri Güntekin|İnkılap Kitabevi|2008|174
9789753420907|Troya'da Ölüm Vardı|Roman|Bilge Karasu|Metis Yayıncılık|2007|145
9789750503726|Amat|Roman|İhsan Oktay Anar|İletişim Yayıncılık|2005|235
9786055360443|Psikiyatrist|Roman|Wulf Dorn|Pegasus|2012|416
9786051422787|Bir Cihan Kafes|Roman|İclal Aydın|Artemis Yayınları|2013|340
9789752638518|Lâ Sonsuzluk Hecesi|Roman|Nazan Bekiroğlu|Timaş Yayınları|2008|384
9789750713354|Günlerin Getirdiği|Roman|Isabel Allende|Can Yayınları|2011|440
9786058667945|Palto|Roman|Nikolay Vasilyeviç Gogol|Kolektif Kitap|2012|72
9789750736933|Şeytan ve Genç Kadın|Roman|Paulo Coelho|Can Yayınları|2016|198
9789750732775|Foucault Sarkacı|Roman|Umberto Eco|Can Yayınları|2000|912
9789750724992|Usta ile Margarita|Roman|Mihayl Afanasyeviç Bulgakov|Can Yayınları|2003|576
9786050946291|Birini Pencere Kenarına Çiçek Koyacak Kadar Sevmek Lazım|Roman|Kemal Hamamcıoğlu|Doğan Kitap|2017|288
9789750842429|Sabahattin Ali Üç Roman|Roman|Sabahattin Ali|Yapı Kredi Yayınları|2018|572
9786051714486|Yağmurun Gelini|Roman|Sinan Akyüz|Alfa Yayıncılık|2017|333
9786053263371|Acı Yok|Roman|Ömer Çelik|İz Yayıncılık|2018|176
9786053043973|Kralın Laneti|Roman|Philippa Gregory|Artemis Yayınları|2018|756
9789750842313|Ozan Beedle'ın Hikayeleri|Roman|J. K. Rowling|Yapı Kredi Yayınları|2018|160
9786052221426|Benliğini Arayan Çocuk|Roman|Virginia M.Axline|Panama Yayıncılık|2018|268
9789752123908|Picasso ve Aşçısı|Roman|Camille Aubray|Altın Kitaplar|2018|448
9786053114598|İyiler Kaybetmez Kaybedilir|Roman|Seda Eroğlu|Destek Yayınları|2018|136
9786052214299|67|Roman|Oğuzhan Uğur|Hayykitap|2018|128
9789752444454|Stefan Zweig Seti-5 Kitap Takım Kutulu|Roman|Stefan Zweig|Panama Yayıncılık|2017|0
9786051030388|Onca Yoksulluk Varken|Roman|Emile Ajar|Agora Kitaplığı|2009|197
9789759919559|Yaban Koyununun İzinde|Roman|Haruki Murakami|Doğan Kitap|2008|356
9786051114682|Baba ve Piç|Roman|Elif Şafak|Doğan Kitap|2010|416
9789753429993|Barbarın Kahkahası|Roman|Sema Kaygusuz|Metis Yayıncılık|2015|152
9789756006825|Şahane Hatalar 1|Roman|Heather McElhatton|April Yayıncılık|2011|640
9789750807336|Yusufçuk Yusuf - Akçasazın Ağaları 2|Roman|Yaşar Kemal|Yapı Kredi Yayınları|2003|672
9786055381301|Kralların Yolu - Fırtınaışığı Arşivi Cilt 1|Roman|Brandon Sanderson|Akılçelen Kitaplar|2014|912
9786053603269|Tuhaf Bir Kadın|Roman|Leyla Erbil|İş Bankası Kültür Yayınları|2011|188
9789752117037|Son Evdeki Tehlike|Roman|Agatha Christie|Altın Kitaplar|2013|256
9786059609180|3:01|Roman|Simon Kernick|Olimpos Yayınları|2016|344
9786053041511|Dağ Gölgesi|Roman|Gregory David Roberts|Artemis Yayınları|2016|816
9786058209268|Sultan Mehmet'in Casusları|Roman|Halil Yaşar Kollu|Lopus|2018|240
9786052064719|Gözlük 2-Lacivert Pazartesi|Roman|Koray Yersüren|Ephesus Yayınları|2018|424
9786051718101|Ölüm Labirenti|Roman|Philip K. Dick|Alfa Yayıncılık|2018|248
9786058147515|Dolunay Kırmızısı|Roman|Haşmet Işıklı|Tara Kitap|2018|232
9786052956274|Mai ve Siyah-Günümüz Türkçesiyle|Roman|Halid Ziya Uşaklıgil|İş Bankası Kültür Yayınları|2018|264
9786052398715|Lyon’da Düğün|Roman|Stefan Zweig|Ren Kitap|2018|112
9786051850313|Heba|Roman|Hasan Ali Toptaş|Everest Yayınları|2016|376
9789750733314|Siddhartha - Mini Kitap|Roman|Hermann Hesse|Can Yayınları|2016|360
9786051851846|Yanlış Tercihler Mahallesi|Roman|Mario Levi|Everest Yayınları|2017|390
9786052064436|Izabel-Katiller Çetesi|Roman|J. A. Redmerski|Ephesus Yayınları|2018|368
9786056567810|Khair Khana Terzisi|Roman|Gayle Tzemach Lemmon|Geoturka|2015|228
9786054985692|Amak-ı Hayal|Roman|Şehbenderzade Filibeli Ahmed Hilmi|Antik Kitap|2009|160
9789752893580|Kırmızı Pelerinli Kent|Roman|Aslı Erdoğan|Everest Yayınları|2006|144
9789755390758|Fransız Teğmenin Kadını|Roman|John Fowles|Ayrıntı Yayınları|2000|480
9789750735196|Amok Koşucusu|Roman|Stefan Zweig|Can Yayınları|2010|189
9786055358044|Kördüğüm|Roman|Heidi Betts|Ephesus Yayınları|2012|280
9789755390900|Kürklü Venüs|Roman|Leopold Von Sacher - Masoch|Ayrıntı Yayınları|2016|176
9786053754190|Locke Lamora'nın Yalanları|Roman|Scott Lynch|İthaki Yayınları|2014|584
9786053430933|Aynı Yıldızın Altında|Roman|John Green|Pegasus|2013|320
9789754588255|Kamelyalı Kadın - Hasan Ali Yücel Klasikleri|Roman|Alexandre Dumas|İş Bankası Kültür Yayınları|2006|240
9789755708027|Ay Batarken|Roman|John Steinbeck|Sel Yayıncılık|2016|110
9786053160977|Çukur|Roman|Andrey Platonov|Metis Yayıncılık|2017|168
9789752894402|Veda - Esir Şehirde Bir Konak|Roman|Ayşe Kulin|Everest Yayınları|2007|390
9789750504402|Her Temas İz Bırakır|Roman|Emrah Serbes|İletişim Yayıncılık|2006|299
9789756329900|Şair|Roman|Rafet Elçi|Litera|2013|544
9799752890007|İki Yeşil Su Samuru|Roman|Buket Uzuner|Everest Yayınları|2002|300
9789754705423|Kitab-ül Hiyel|Roman|İhsan Oktay Anar|İletişim Yayıncılık|1996|144
9789752897380|Beyoğlu Rapsodisi|Roman|Ahmet Ümit|Everest Yayınları|2010|408
9789753420938|Tehanu - Yerdeniz Üçlemesi 4|Roman|Ursula K. Le Guin|Metis Yayıncılık|2000|215
9789753631488|Ulysses|Roman|James Joyce|Yapı Kredi Yayınları|2012|844
9789752103597|Çorak Topraklar - Kara Kule Serisi 3.Kitap|Roman|Stephen King|Altın Kitaplar|2017|576
9786053438373|Bülbül|Roman|Kristin Hannah|Pegasus|2017|544
9786054969487|Polisiye Öyküler|Roman|Kolektif|Kelime Yayınları|2018|310
9789750737282|Yüzyıllık Yalnızlık-Mini Kitap|Roman|Gabriel Garcia Marquez|Can Yayınları|2018|792
9789750839092|Paris Köylüsü|Roman|Louis Aragon|Yapı Kredi Yayınları|2017|168
9786058259362|Tütüncü Çırağı|Roman|Robert Seethaler|Jaguar Kitap|2017|218
9786050955613|Mükemmel Olmayan Hayatım|Roman|Sophie Kinsella|DEX|2018|369
9789755709543|Süleyman'ın Şarkısı|Roman|Toni Morrison|Sel Yayıncılık|2018|396
9789754582864|Kule|Roman|William Golding|İş Bankası Kültür Yayınları|2001|242
9786054629640|Peter Pan Ölmeli|Roman|John Verdon|Koridor Yayıncılık|2014|528
9786051411224|Bab-ı Esrar|Roman|Ahmet Ümit|Everest Yayınları|2012|408
9786055164522|Güneş Gibiydi|Roman|Anita Amirrezvani|Odtü|2013|476
9789750721748|Martin Eden|Roman|Jack London|Can Yayınları|2014|496
9789750735769|Okul Sıkıntısı|Roman|Daniel Pennac|Can Yayınları|2010|248
9789753427968|Yarınki Yüzün - Ateş ve Mızrak|Roman|Javier Marias|Metis Yayıncılık|2011|336
9799756237747|Tayfun|Roman|Qaisra Shahraz|Truva Yayınları|2005|346
9789752895638|Umut - Hayat Akan Bir Sudur|Roman|Ayşe Kulin|Everest Yayınları|2008|392
9789755390772|Murphy|Roman|Samuel Beckett|Ayrıntı Yayınları|1999|178
9789752732261|Kader Kuyusu|Roman|Mehmed Uzun|İthaki Yayınları|2006|389
9789755101293|İskenderiye Dörtlüsü 1-Justine|Roman|Lawrence Durrell|Can Yayınları|1997|256
9786055903053|Aşırı Gürültülü ve İnanılmaz Yakın|Roman|Jonathan Safran Foer|Siren Yayınları|2008|400
9789753428675|Mesela Saat Onda|Roman|Engin Geçtan|Metis Yayıncılık|2012|280
9789944886253|Üç Silahşör - Hasan Ali Yücel Klasikleri|Roman|Alexandre Dumas|İş Bankası Kültür Yayınları|2009|755
9789754701012|Lolita|Roman|Vladimir Nabokov|İletişim Yayıncılık|2001|364
9789755394657|Uyku|Roman|Annelies Verbeke|Ayrıntı Yayınları|2005|124
9789753424554|Tren|Roman|Engin Geçtan|Metis Yayıncılık|2004|250
9789755706436|Tatlı Perşembe|Roman|John Steinbeck|Sel Yayıncılık|2013|263
9789754472257|Kırık Hayatlar|Roman|Halid Ziya Uşaklıgil|Özgür Yayınları|2006|416
9786053437130|Eleanor - Park|Roman|Rainbow Rowell|Pegasus|2015|360
9786053327547|Siyah Lale|Roman|Alexandre Dumas|İş Bankası Kültür Yayınları|2016|256
9786053327400|Doktor Hastalandı|Roman|Anthony Burgess|İş Bankası Kültür Yayınları|2016|264
9789750519758|Gözyaşı Konağı Ada 1876|Roman|Şebnem İşigüzel|İletişim Yayıncılık|2016|250
9786059658195|Subay ve Casus|Roman|Robert Harris|Kırmızı Kedi|2016|464
9789750518997|Öyle Miymiş?|Roman|Şule Gürbüz|İletişim Yayıncılık|2016|198
9786053758198|Yakma Zevki: Fahrenheit 451 Öyküleri|Roman|Ray Bradbury|İthaki Yayınları|2012|486
9786053327837|Feniçka|Roman|Lou Andreas Salome|İş Bankası Kültür Yayınları|2016|80
9786050931501|Yüreğim Seni Çok Sevdi|Roman|Canan Tan|Doğan Kitap|2016|444
9786053756446|Bitmeyen Savaş|Roman|Joe Haldeman|İthaki Yayınları|2017|304
9786053328674|Katip Bartleby|Roman|Hermon Melville|İş Bankası Kültür Yayınları|2016|72
9789752122574|Stephen King Seti - 3 Kitap Takım|Roman|Stephen King|Altın Kitaplar|2016|966
9789752447844|Kara Kutu|Roman|Michael Connelly|Limos|2018|334
9789750524134|Evvel Zaman|Roman|Ercan Kesal|İletişim Yayıncılık|2018|216
9786051920672|Kapalıçarşı|Roman|Fuat Sevimay|Hep Kitap|2017|272
9786052398425|Bir Delinin Hatıra Defteri|Roman|Nikolay Vasilyeviç Gogol|Ren Kitap|2017|128
9786053758334|İmparatorluğun Çöküşü|Roman|John Scalzi|İthaki Yayınları|2018|360
9786053758372|Yaşlı Adamın Savaşı|Roman|John Scalzi|İthaki Yayınları|2018|352
9786052064726|Kutup Yıldızı 1|Roman|Mehtap Fırat|Ephesus Yayınları|2018|480
9786053114581|Jozef Nasi-Büyük Hayalin Peşinde|Roman|Aaron Nommaz|Destek Yayınları|2018|272
9786052177419|Toprağın Sonu-Üçüncü Kitap|Roman|Elise Kova|Yabancı|2018|344
9786051415512|Kavim|Roman|Ahmet Ümit|Everest Yayınları|2010|535
9786055057909|Agapi Ölümsüz Aşk|Roman|Sarah Jio|Pena Yayınları|2017|344
9786055147860|Karun ve Anarşist|Roman|İskender Pala|Kapı Yayınları|2017|320
9786053336884|Sözde Kızlar|Roman|Peyami Safa|Beta Yayınları|2016|204
9786059734363|Bir Kadının Yirmi Dört Saati|Roman|Stefan Zweig|Tutku Yayınevi|2016|96
9786052361719|Satranç|Roman|Stefan Zweig|İndigo Kitap|2018|96
9789944886383|Sivastopol - Hasan Ali Yücel Klasikleri|Roman|Lev Nikolayeviç Tolstoy|İş Bankası Kültür Yayınları|2009|184
9789754378023|Ruh Adam|Roman|Hüseyin Nihal Atsız|Ötüken Neşriyat|2017|308
9789754378016|Deli Kurt|Roman|Hüseyin Nihal Atsız|Ötüken Neşriyat|2012|246
